Date,Num_Children,Food_Remaining,Daily_Need,Food_Used,Donation_Amount,Expense_Total,Budget_Left,Food_Shortage,Suggested_Purchase,Quantity_To_Buy,Estimated_Cost,Emergency_Event,Medical_Treatment,Medical_Cost,Utility_Type,Utility_Cost,Staff_On_Duty,Notes,Food_Per_Child,Donation_Per_Child,Budget_Per_Child,Cost_Per_Child,Food_Shortage_Per_Child,Remaining_Days_Covered,Emergency_Flag,Medical_Flag,High_Utility_Cost
2012-10-18,28,30,28,17,52387,79018,-26631,0,None,0,0,None,Fever,23668,Internet,29375,10,Check food/donations,0.61,1870.96,-951.11,4716.46,0.0,1.07,0,1,0
2005-12-21,79,74,79,7,10406,57429,-47023,5,Rice,5,9595,Fire,Malaria,8944,Internet,31881,7,Check food/donations,0.09,131.72,-595.23,1243.72,0.06,0.94,1,1,1
1999-10-17,28,55,28,14,139920,104528,35392,0,None,0,0,None,None,0,Internet,49218,4,Stable,0.5,4997.14,1264.0,5490.93,0.0,1.96,0,0,1
2020-11-03,70,75,70,21,77164,94235,-17071,0,None,0,0,None,Malaria,24242,Gas,42860,6,Check food/donations,0.3,1102.34,-243.87,2304.81,0.0,1.07,0,1,1
2005-07-20,73,88,73,6,5027,70509,-65482,0,None,0,0,None,None,0,Water,20639,10,Check food/donations,0.08,68.86,-897.01,1248.6,0.0,1.21,0,0,0
2016-06-04,42,56,42,12,120093,33556,86537,0,None,0,0,None,Diarrhea,13523,Gas,16941,6,Stable,0.29,2859.36,2060.4,1524.29,0.0,1.33,0,1,0
2007-11-26,74,46,74,25,93815,81061,12754,28,Rice,28,47404,None,Malaria,12919,Water,20961,7,Check food/donations,0.34,1267.77,172.35,1553.26,0.38,0.62,0,1,0
2007-08-01,74,78,74,34,40040,43298,-3258,0,None,0,0,None,Diarrhea,11000,Gas,29905,8,Check food/donations,0.46,541.08,-44.03,1137.88,0.0,1.05,0,1,0
2009-06-20,30,14,30,9,36307,34011,2296,16,Vegetables,16,27472,Sickness,Diarrhea,6164,Water,10711,6,Check food/donations,0.3,1210.23,76.53,1696.2,0.53,0.47,1,1,0
2020-12-29,80,27,80,20,122569,88368,34201,53,Rice,53,82468,None,Flu,10756,Water,10808,3,Check food/donations,0.25,1532.11,427.51,1374.15,0.66,0.34,0,1,0
2002-12-19,59,45,59,30,102156,78778,23378,14,Beans,14,24626,None,None,0,Internet,38410,5,Check food/donations,0.51,1731.46,396.24,1986.24,0.24,0.76,0,0,1
2016-10-21,84,76,84,23,120263,61486,58777,8,Maize Flour,8,13784,None,Flu,3546,Internet,26206,7,Check food/donations,0.27,1431.7,699.73,1086.17,0.1,0.9,0,1,0
2007-04-27,50,35,50,28,149512,23675,125837,15,Rice,15,29835,None,Flu,16405,Water,13654,9,Check food/donations,0.56,2990.24,2516.74,1074.68,0.3,0.7,0,1,0
2015-04-16,85,43,85,35,7997,114658,-106661,42,Beans,42,70854,Sickness,Diarrhea,16409,Internet,24556,6,Check food/donations,0.41,94.08,-1254.84,1830.86,0.49,0.51,1,1,0
2013-10-06,46,67,46,39,100382,37961,62421,0,None,0,0,None,Malaria,15661,Gas,41860,7,Stable,0.85,2182.22,1356.98,2075.7,0.0,1.46,0,1,1
2019-03-10,78,99,78,26,8039,87560,-79521,0,None,0,0,None,Fever,28736,Internet,14880,5,Check food/donations,0.33,103.06,-1019.5,1681.74,0.0,1.27,0,1,0
2012-04-26,27,86,27,26,51036,114261,-63225,0,None,0,0,Sickness,None,0,Water,49075,4,Check food/donations,0.96,1890.22,-2341.67,6049.48,0.0,3.19,1,0,1
2017-09-09,92,51,92,24,25404,66242,-40838,41,Maize Flour,41,81795,None,Diarrhea,12730,Water,33777,6,Check food/donations,0.26,276.13,-443.89,1225.53,0.45,0.55,0,1,1
2001-02-26,74,31,74,23,114349,102760,11589,43,Maize Flour,43,64715,None,Malaria,13862,Electricity,24279,8,Check food/donations,0.31,1545.26,156.61,1904.07,0.58,0.42,0,1,0
2000-02-26,70,75,70,7,100680,42433,58247,0,None,0,0,Water Shortage,Diarrhea,19603,Water,11514,5,Stable,0.1,1438.29,832.1,1050.71,0.0,1.07,1,1,0
2003-03-16,64,21,64,20,138102,20248,117854,43,Beans,43,69058,None,Malaria,14242,Internet,33868,9,Check food/donations,0.31,2157.84,1841.47,1068.09,0.67,0.33,0,1,1
2001-11-02,69,81,69,26,131775,51857,79918,0,None,0,0,None,Flu,21032,Water,22250,4,Stable,0.38,1909.78,1158.23,1378.83,0.0,1.17,0,1,0
2009-11-25,100,69,100,37,88217,24361,63856,31,Vegetables,31,59272,None,Fever,22789,Gas,24984,6,Check food/donations,0.37,882.17,638.56,721.34,0.31,0.69,0,1,0
2005-09-21,90,39,90,16,121092,74312,46780,51,Maize Flour,51,92616,Fire,Fever,10813,Gas,26943,3,Check food/donations,0.18,1345.47,519.78,1245.2,0.57,0.43,1,1,0
2004-10-01,67,44,67,15,63220,69321,-6101,23,Maize Flour,23,42228,None,None,0,Internet,42795,9,Check food/donations,0.22,943.58,-91.06,1673.37,0.34,0.66,0,0,1
2014-12-02,33,55,33,14,73997,119128,-45131,0,None,0,0,None,Diarrhea,12074,Water,44901,6,Check food/donations,0.42,2242.33,-1367.61,5336.45,0.0,1.67,0,1,1
2008-03-18,53,42,53,22,113585,35741,77844,11,Rice,11,18942,None,Diarrhea,27944,Electricity,18552,3,Check food/donations,0.42,2143.11,1468.75,1551.64,0.21,0.79,0,1,0
2014-07-26,89,30,89,27,113116,79301,33815,59,Rice,59,106731,None,Malaria,25135,Gas,17999,7,Check food/donations,0.3,1270.97,379.94,1375.67,0.66,0.34,0,1,0
2016-12-18,33,71,33,16,11085,49972,-38887,0,None,0,0,Sickness,Diarrhea,4533,Water,32896,9,Check food/donations,0.48,335.91,-1178.39,2648.52,0.0,2.15,1,1,1
2017-12-26,78,55,78,28,62758,58701,4057,23,Rice,23,35420,None,Diarrhea,11733,Water,38927,6,Check food/donations,0.36,804.59,52.01,1402.06,0.29,0.71,0,1,1
2014-12-08,42,58,42,23,45559,37948,7611,0,None,0,0,None,Flu,458,Gas,32166,4,Stable,0.55,1084.74,181.21,1680.29,0.0,1.38,0,1,1
2008-10-09,86,95,86,11,96514,52265,44249,0,None,0,0,None,Flu,18008,Internet,31207,10,Stable,0.13,1122.26,514.52,1180.0,0.0,1.1,0,1,1
2004-03-07,81,96,81,20,92300,85184,7116,0,None,0,0,None,Diarrhea,18858,Gas,42595,8,Stable,0.25,1139.51,87.85,1810.33,0.0,1.19,0,1,1
2003-08-15,65,33,65,20,142529,68462,74067,32,Beans,32,62624,Sickness,Flu,9342,Electricity,30166,9,Check food/donations,0.31,2192.75,1139.49,1661.08,0.49,0.51,1,1,1
2003-05-29,93,26,93,19,124686,51459,73227,67,Beans,67,129243,None,Malaria,10744,Gas,46756,10,Check food/donations,0.2,1340.71,787.39,1171.6,0.72,0.28,0,1,1
2014-06-09,50,60,50,22,142755,26557,116198,0,None,0,0,None,Malaria,28433,Water,24068,9,Stable,0.44,2855.1,2323.96,1581.16,0.0,1.2,0,1,0
2005-07-27,43,19,43,15,70287,50374,19913,24,Beans,24,46824,Water Shortage,None,0,Internet,37003,5,Check food/donations,0.35,1634.58,463.09,2032.02,0.56,0.44,1,0,1
2009-06-04,93,42,93,17,89614,88988,626,51,Beans,51,94503,None,Flu,28779,Electricity,31998,8,Check food/donations,0.18,963.59,6.73,1610.38,0.55,0.45,0,1,1
2007-07-30,99,16,99,12,130060,108485,21575,83,Maize Flour,83,155293,Fire,Malaria,22219,Electricity,31748,3,Check food/donations,0.12,1313.74,217.93,1640.93,0.84,0.16,1,1,1
2011-01-19,93,25,93,6,50265,73638,-23373,68,Rice,68,106896,None,Malaria,29972,Gas,44330,5,Check food/donations,0.06,540.48,-251.32,1590.75,0.73,0.27,0,1,1
2016-09-13,22,12,22,9,17817,24464,-6647,10,Vegetables,10,15370,None,Fever,21214,Electricity,45412,4,Check food/donations,0.41,809.86,-302.14,4140.45,0.45,0.55,0,1,1
2019-03-05,88,65,88,38,88374,119521,-31147,23,Maize Flour,23,40871,None,None,0,Electricity,12394,3,Check food/donations,0.43,1004.25,-353.94,1499.03,0.26,0.74,0,0,0
1999-02-27,49,36,49,11,112448,49198,63250,13,Vegetables,13,21710,Power Outage,None,0,Gas,46518,3,Check food/donations,0.22,2294.86,1290.82,1953.39,0.27,0.73,1,0,1
2014-05-22,85,28,85,26,58529,61294,-2765,57,Beans,57,103740,None,Diarrhea,10753,Internet,39711,5,Check food/donations,0.31,688.58,-32.53,1314.8,0.67,0.33,0,1,1
2007-06-17,57,96,57,9,121897,42151,79746,0,None,0,0,None,Fever,17864,Electricity,42773,5,Stable,0.16,2138.54,1399.05,1803.3,0.0,1.68,0,1,1
2004-07-31,99,97,99,10,14229,105883,-91654,2,Rice,2,3958,None,Diarrhea,11467,Water,26956,7,Check food/donations,0.1,143.73,-925.8,1457.64,0.02,0.98,0,1,0
2003-12-24,39,54,39,20,6473,86964,-80491,0,None,0,0,Fire,None,0,Electricity,43151,10,Check food/donations,0.51,165.97,-2063.87,3336.28,0.0,1.38,1,0,1
2015-03-12,60,36,60,26,48625,46346,2279,24,Beans,24,45168,None,None,0,Electricity,30871,4,Check food/donations,0.43,810.42,37.98,1286.95,0.4,0.6,0,0,1
2007-02-27,72,94,72,26,50891,95925,-45034,0,None,0,0,None,Malaria,24758,Internet,44281,7,Check food/donations,0.36,706.82,-625.47,2291.17,0.0,1.31,0,1,1
2007-12-29,97,21,97,8,54007,78208,-24201,76,Maize Flour,76,144400,Water Shortage,Malaria,7114,Internet,12051,10,Check food/donations,0.08,556.77,-249.49,1003.85,0.78,0.22,1,1,0
2001-06-07,94,81,94,37,113341,92368,20973,13,Vegetables,13,25454,Power Outage,Diarrhea,4654,Gas,34461,4,Check food/donations,0.39,1205.76,223.12,1398.76,0.14,0.86,1,1,1
2012-10-17,58,59,58,11,126801,108204,18597,0,None,0,0,None,Diarrhea,6197,Electricity,29864,8,Stable,0.19,2186.22,320.64,2487.33,0.0,1.02,0,1,0
2008-02-27,47,47,47,17,66444,48389,18055,0,None,0,0,Sickness,Malaria,2095,Internet,14543,3,Stable,0.36,1413.7,384.15,1383.55,0.0,1.0,1,1,0
2004-06-11,73,38,73,31,32510,81899,-49389,35,Beans,35,63000,Sickness,Fever,10533,Electricity,35428,6,Check food/donations,0.42,445.34,-676.56,1751.51,0.48,0.52,1,1,1
2003-08-20,98,95,98,37,31802,58314,-26512,3,Rice,3,5655,None,None,0,Electricity,22695,6,Check food/donations,0.38,324.51,-270.53,826.62,0.03,0.97,0,0,0
2020-07-19,72,46,72,9,48508,93820,-45312,26,Maize Flour,26,51116,None,Malaria,828,Gas,34712,9,Check food/donations,0.12,673.72,-629.33,1796.67,0.36,0.64,0,1,1
2002-04-22,92,14,92,9,36876,39020,-2144,78,Rice,78,137358,None,Malaria,17945,Water,43065,8,Check food/donations,0.1,400.83,-23.3,1087.28,0.85,0.15,0,1,1
2013-02-04,49,21,49,18,11321,91607,-80286,28,Beans,28,42000,None,Flu,27326,Water,46807,9,Check food/donations,0.37,231.04,-1638.49,3382.45,0.57,0.43,0,1,1
2015-06-04,89,31,89,18,113491,88833,24658,58,Rice,58,91350,None,None,0,Internet,40720,4,Check food/donations,0.2,1275.18,277.06,1455.65,0.65,0.35,0,0,1
2001-07-23,70,93,70,27,106466,91366,15100,0,None,0,0,None,Flu,2083,Gas,15153,8,Stable,0.39,1520.94,215.71,1551.46,0.0,1.33,0,1,0
2011-08-18,84,37,84,24,90168,54546,35622,47,Beans,47,74871,None,Malaria,21474,Electricity,32454,9,Check food/donations,0.29,1073.43,424.07,1291.36,0.56,0.44,0,1,1
2016-12-01,57,80,57,17,57809,64290,-6481,0,None,0,0,Sickness,Malaria,1274,Electricity,44284,7,Check food/donations,0.3,1014.19,-113.7,1927.16,0.0,1.4,1,1,1
2018-07-18,44,32,44,28,143796,46031,97765,12,Maize Flour,12,21348,None,None,0,Water,35969,9,Check food/donations,0.64,3268.09,2221.93,1863.64,0.27,0.73,0,0,1
2017-04-14,86,96,86,30,100468,96155,4313,0,None,0,0,None,Flu,24968,Water,21556,6,Stable,0.35,1168.23,50.15,1659.06,0.0,1.12,0,1,0
2015-11-05,98,60,98,40,94265,51476,42789,38,Maize Flour,38,58026,Fire,Flu,6855,Internet,31616,6,Check food/donations,0.41,961.89,436.62,917.83,0.39,0.61,1,1,1
2003-02-28,69,42,69,38,136658,63696,72962,27,Rice,27,42741,None,Malaria,9346,Electricity,36690,3,Check food/donations,0.55,1980.55,1057.42,1590.32,0.39,0.61,0,1,1
2011-09-12,99,95,99,34,44774,39556,5218,4,Maize Flour,4,7060,None,None,0,Gas,25897,10,Check food/donations,0.34,452.26,52.71,661.14,0.04,0.96,0,0,0
2003-06-30,48,31,48,15,16245,82867,-66622,17,Rice,17,27982,Power Outage,None,0,Electricity,10841,6,Check food/donations,0.31,338.44,-1387.96,1952.25,0.35,0.65,1,0,0
2018-03-20,26,57,26,6,95371,52325,43046,0,None,0,0,None,Fever,26214,Gas,19936,4,Stable,0.23,3668.12,1655.62,3787.5,0.0,2.19,0,1,0
2015-07-24,23,58,23,21,56440,63915,-7475,0,None,0,0,None,Diarrhea,23764,Water,12922,10,Check food/donations,0.91,2453.91,-325.0,4373.96,0.0,2.52,0,1,0
2009-05-20,67,53,67,8,13817,43527,-29710,14,Beans,14,24416,None,None,0,Gas,21790,7,Check food/donations,0.12,206.22,-443.43,974.88,0.21,0.79,0,0,0
2017-08-21,75,48,75,29,35806,71393,-35587,27,Maize Flour,27,41310,Fire,Fever,3375,Water,46798,7,Check food/donations,0.39,477.41,-474.49,1620.88,0.36,0.64,1,1,1
2015-02-18,87,27,87,21,131174,45061,86113,60,Rice,60,108420,None,None,0,Gas,19760,8,Check food/donations,0.24,1507.75,989.8,745.07,0.69,0.31,0,0,0
2005-09-17,39,10,39,8,20572,77424,-56852,29,Vegetables,29,56579,None,None,0,Internet,17465,5,Check food/donations,0.21,527.49,-1457.74,2433.05,0.74,0.26,0,0,0
2017-03-29,76,95,76,28,4493,87183,-82690,0,None,0,0,None,None,0,Gas,31524,8,Check food/donations,0.37,59.12,-1088.03,1561.93,0.0,1.25,0,0,1
2006-06-19,64,62,64,5,33419,42569,-9150,2,Vegetables,2,3604,None,Fever,5330,Gas,24679,3,Check food/donations,0.08,522.17,-142.97,1134.03,0.03,0.97,0,1,0
2011-03-23,45,26,45,21,18554,28617,-10063,19,Maize Flour,19,28671,None,Diarrhea,16623,Gas,27942,6,Check food/donations,0.47,412.31,-223.62,1626.27,0.42,0.58,0,1,0
2010-03-07,80,40,80,34,34714,37032,-2318,40,Vegetables,40,77360,None,None,0,Internet,19046,10,Check food/donations,0.42,433.93,-28.98,700.98,0.5,0.5,0,0,0
2011-09-14,89,23,89,9,36057,64357,-28300,66,Maize Flour,66,121308,None,Malaria,26588,Electricity,17934,7,Check food/donations,0.1,405.13,-317.98,1223.36,0.74,0.26,0,1,0
2005-08-20,35,81,35,26,117170,85327,31843,0,None,0,0,Fire,Flu,12769,Internet,47202,4,Stable,0.74,3347.71,909.8,4151.37,0.0,2.31,1,1,1
2015-05-24,73,55,73,10,118845,99659,19186,18,Rice,18,35244,None,None,0,Electricity,12277,5,Check food/donations,0.14,1628.01,262.82,1533.37,0.25,0.75,0,0,0
2007-06-20,67,15,67,5,104951,37491,67460,52,Rice,52,88712,Sickness,Fever,14743,Internet,35599,10,Check food/donations,0.07,1566.43,1006.87,1310.94,0.78,0.22,1,1,1
2015-11-22,34,40,34,23,104692,59493,45199,0,None,0,0,None,None,0,Electricity,33212,3,Stable,0.68,3079.18,1329.38,2726.62,0.0,1.18,0,0,1
2011-04-28,99,97,99,16,120436,91275,29161,2,Vegetables,2,3178,None,Diarrhea,6044,Gas,38198,9,Check food/donations,0.16,1216.53,294.56,1368.86,0.02,0.98,0,1,1
2015-09-07,23,38,23,8,142171,21040,121131,0,None,0,0,None,Diarrhea,4822,Water,12207,4,Stable,0.35,6181.35,5266.57,1655.17,0.0,1.65,0,1,0
2020-11-12,66,36,66,32,101866,70320,31546,30,Rice,30,51720,Fire,None,0,Gas,26560,6,Check food/donations,0.48,1543.42,477.97,1467.88,0.45,0.55,1,0,0
2002-02-26,23,65,23,14,95912,49888,46024,0,None,0,0,Power Outage,Malaria,11622,Electricity,35155,8,Stable,0.61,4170.09,2001.04,4202.83,0.0,2.83,1,1,1
1999-08-04,93,61,93,10,120393,108659,11734,32,Vegetables,32,57184,Fire,Malaria,13827,Electricity,41459,8,Check food/donations,0.11,1294.55,126.17,1762.85,0.34,0.66,1,1,1
2017-04-12,80,71,80,35,8719,75962,-67243,9,Rice,9,14931,None,Fever,27000,Water,42555,10,Check food/donations,0.44,108.99,-840.54,1818.96,0.11,0.89,0,1,1
2002-02-02,92,73,92,32,113107,65761,47346,19,Rice,19,33687,None,Diarrhea,24351,Internet,44254,4,Check food/donations,0.35,1229.42,514.63,1460.5,0.21,0.79,0,1,1
2011-03-07,93,31,93,5,107547,101083,6464,62,Beans,62,120032,None,Diarrhea,29675,Internet,45132,6,Check food/donations,0.05,1156.42,69.51,1891.29,0.67,0.33,0,1,1
2007-07-12,65,16,65,11,54101,102549,-48448,49,Vegetables,49,79086,None,Flu,4915,Gas,37628,8,Check food/donations,0.17,832.32,-745.35,2232.18,0.75,0.25,0,1,1
2017-09-11,33,54,33,25,22414,44026,-21612,0,None,0,0,None,Diarrhea,25543,Internet,31345,3,Check food/donations,0.76,679.21,-654.91,3058.0,0.0,1.64,0,1,1
2000-03-10,23,92,23,39,59631,103752,-44121,0,None,0,0,None,Fever,11198,Gas,38723,8,Check food/donations,1.7,2592.65,-1918.3,6681.43,0.0,4.0,0,1,1
2012-07-10,71,88,71,21,132527,80390,52137,0,None,0,0,None,Diarrhea,24525,Water,43127,9,Stable,0.3,1866.58,734.32,2085.1,0.0,1.24,0,1,1
2000-09-27,96,27,96,9,86156,31683,54473,69,Maize Flour,69,136551,Power Outage,Malaria,18780,Electricity,22973,9,Check food/donations,0.09,897.46,567.43,764.96,0.72,0.28,1,1,0
2011-10-29,67,46,67,25,54410,32880,21530,21,Vegetables,21,38283,Power Outage,Diarrhea,4521,Gas,15327,9,Check food/donations,0.37,812.09,321.34,786.99,0.31,0.69,1,1,0
2015-11-12,53,13,53,8,106038,62662,43376,40,Beans,40,68520,Power Outage,Diarrhea,2306,Gas,32295,3,Check food/donations,0.15,2000.72,818.42,1835.15,0.75,0.25,1,1,1
2011-06-02,53,56,53,26,90873,45138,45735,0,None,0,0,Power Outage,Diarrhea,1919,Electricity,38334,6,Stable,0.49,1714.58,862.92,1611.15,0.0,1.06,1,1,1
2017-12-31,50,74,50,35,22892,70442,-47550,0,None,0,0,None,Flu,10548,Water,23431,10,Check food/donations,0.7,457.84,-951.0,2088.42,0.0,1.48,0,1,0
2009-11-28,38,52,38,33,70738,74715,-3977,0,None,0,0,None,Fever,25440,Gas,36453,3,Check food/donations,0.87,1861.53,-104.66,3594.95,0.0,1.37,0,1,1
2009-01-02,78,61,78,17,43369,58418,-15049,17,Maize Flour,17,26129,None,None,0,Gas,19209,7,Check food/donations,0.22,556.01,-192.94,995.22,0.22,0.78,0,0,0
2007-01-20,33,11,33,10,46852,71380,-24528,22,Rice,22,41910,Fire,Diarrhea,3182,Internet,25994,8,Check food/donations,0.3,1419.76,-743.27,3047.15,0.67,0.33,1,1,0
2019-03-22,42,27,42,16,21334,46338,-25004,15,Rice,15,23775,None,Diarrhea,5081,Water,36241,6,Check food/donations,0.38,507.95,-595.33,2087.14,0.36,0.64,0,1,1
2006-09-21,84,43,84,5,18402,96176,-77774,41,Rice,41,76055,None,Flu,14097,Gas,14353,4,Check food/donations,0.06,219.07,-925.88,1483.64,0.49,0.51,0,1,0
2007-04-20,29,88,29,40,35435,110114,-74679,0,None,0,0,None,Flu,18381,Water,37202,8,Check food/donations,1.38,1221.9,-2575.14,5713.69,0.0,3.03,0,1,1
2008-08-31,54,98,54,11,140012,49998,90014,0,None,0,0,None,Diarrhea,12679,Internet,49929,9,Stable,0.2,2592.81,1666.93,2085.3,0.0,1.81,0,1,1
2003-04-17,83,58,83,18,63333,82366,-19033,25,Vegetables,25,41350,None,Flu,6395,Water,19569,3,Check food/donations,0.22,763.05,-229.31,1305.18,0.3,0.7,0,1,0
2010-05-06,59,33,59,11,71892,106940,-35048,26,Vegetables,26,40092,None,None,0,Water,21566,8,Check food/donations,0.19,1218.51,-594.03,2178.07,0.44,0.56,0,0,0
2017-09-12,73,79,73,28,73769,56573,17196,0,None,0,0,None,Diarrhea,10850,Gas,14353,5,Stable,0.38,1010.53,235.56,1120.22,0.0,1.08,0,1,0
1999-07-06,94,90,94,29,68368,29148,39220,4,Rice,4,6212,Sickness,Diarrhea,26944,Internet,38370,10,Check food/donations,0.31,727.32,417.23,1004.91,0.04,0.96,1,1,1
2016-10-19,41,87,41,30,13625,65512,-51887,0,None,0,0,None,Flu,14571,Electricity,46080,8,Check food/donations,0.73,332.32,-1265.54,3077.15,0.0,2.12,0,1,1
2003-08-26,88,40,88,30,7705,97871,-90166,48,Vegetables,48,72096,None,Diarrhea,21075,Gas,22311,8,Check food/donations,0.34,87.56,-1024.61,1605.19,0.55,0.45,0,1,0
2002-04-25,38,61,38,27,41717,63607,-21890,0,None,0,0,None,Fever,615,Water,47916,4,Check food/donations,0.71,1097.82,-576.05,2951.0,0.0,1.61,0,1,1
2004-10-14,29,90,29,26,3383,70194,-66811,0,None,0,0,Water Shortage,Malaria,2788,Electricity,31356,10,Check food/donations,0.9,116.66,-2303.83,3597.86,0.0,3.1,1,1,1
